ID_registro,ano,mes,ID_indicador,ID_cooperativa,valor
205,2025,4,Quebranto Patrimonial,CAJA COOPERATIVA CREDICOOP,1.287809574960976
206,2025,4,Relación Solvencia,CAJA COOPERATIVA CREDICOOP,0.0
207,2025,4,Relación entre Aportes sociales mínimos no reducibles y Capital Social,CAJA COOPERATIVA CREDICOOP,0.9116804673049372
208,2025,4,Relación entre el Capital Institucional y el Activo Total,CAJA COOPERATIVA CREDICOOP,0.0786536825409245
209,2025,5,Quebranto Patrimonial,CAJA COOPERATIVA CREDICOOP,1.276595627636191
210,2025,5,Relación Solvencia,CAJA COOPERATIVA CREDICOOP,0.0
211,2025,5,Relación entre Aportes sociales mínimos no reducibles y Capital Social,CAJA COOPERATIVA CREDICOOP,0.9143010821840076
212,2025,5,Relación entre el Capital Institucional y el Activo Total,CAJA COOPERATIVA CREDICOOP,0.0779599087524208
213,2025,6,Quebranto Patrimonial,CAJA COOPERATIVA CREDICOOP,1.2700830530548957
214,2025,6,Relación Solvencia,CAJA COOPERATIVA CREDICOOP,0.0
215,2025,6,Relación entre Aportes sociales mínimos no reducibles y Capital Social,CAJA COOPERATIVA CREDICOOP,0.9140467717449788
216,2025,6,Relación entre el Capital Institucional y el Activo Total,CAJA COOPERATIVA CREDICOOP,0.0787522045486733
217,2025,7,Quebranto Patrimonial,CAJA COOPERATIVA CREDICOOP,1.283510026061259
218,2025,7,Relación Solvencia,CAJA COOPERATIVA CREDICOOP,0.0
219,2025,7,Relación entre Aportes sociales mínimos no reducibles y Capital Social,CAJA COOPERATIVA CREDICOOP,0.9134220482427752
220,2025,7,Relación entre el Capital Institucional y el Activo Total,CAJA COOPERATIVA CREDICOOP,0.0777947686265883
221,2025,8,Quebranto Patrimonial,CAJA COOPERATIVA CREDICOOP,1.2872146629014491
222,2025,8,Relación Solvencia,CAJA COOPERATIVA CREDICOOP,0.0
223,2025,8,Relación entre Aportes sociales mínimos no reducibles y Capital Social,CAJA COOPERATIVA CREDICOOP,0.913880583823422
224,2025,8,Relación entre el Capital Institucional y el Activo Total,CAJA COOPERATIVA CREDICOOP,0.0761719695279718
225,2025,9,Quebranto Patrimonial,CAJA COOPERATIVA CREDICOOP,1.2899675914252222
226,2025,9,Relación Solvencia,CAJA COOPERATIVA CREDICOOP,0.0
227,2025,9,Relación entre Aportes sociales mínimos no reducibles y Capital Social,CAJA COOPERATIVA CREDICOOP,0.9097385291438562
228,2025,9,Relación entre el Capital Institucional y el Activo Total,CAJA COOPERATIVA CREDICOOP,0.076572405837655
229,2025,10,Quebranto Patrimonial,CAJA COOPERATIVA CREDICOOP,1.2989828947640434
230,2025,10,Relación Solvencia,CAJA COOPERATIVA CREDICOOP,0.0
231,2025,10,Relación entre Aportes sociales mínimos no reducibles y Capital Social,CAJA COOPERATIVA CREDICOOP,0.91235818078818
232,2025,10,Relación entre el Capital Institucional y el Activo Total,CAJA COOPERATIVA CREDICOOP,0.0765618637288723
233,2025,11,Quebranto Patrimonial,CAJA COOPERATIVA CREDICOOP,1.312304831367106
234,2025,11,Relación Solvencia,CAJA COOPERATIVA CREDICOOP,0.0
235,2025,11,Relación entre Aportes sociales mínimos no reducibles y Capital Social,CAJA COOPERATIVA CREDICOOP,0.9062581838989832
236,2025,11,Relación entre el Capital Institucional y el Activo Total,CAJA COOPERATIVA CREDICOOP,0.0754160190492786
237,2025,12,Quebranto Patrimonial,CAJA COOPERATIVA CREDICOOP,1.3314970008477518
238,2025,12,Relación Solvencia,CAJA COOPERATIVA CREDICOOP,0.0
239,2025,12,Relación entre Aportes sociales mínimos no reducibles y Capital Social,CAJA COOPERATIVA CREDICOOP,0.8991303610198136
240,2025,12,Relación entre el Capital Institucional y el Activo Total,CAJA COOPERATIVA CREDICOOP,0.0746766686179899
241,2021,1,Indicador de Cobertura de la Cartera Total en Riesgo,CAJA COOPERATIVA CREDICOOP,0.0533786514132665
242,2021,1,Indicador de calidad por riesgo,CAJA COOPERATIVA CREDICOOP,0.0868362951667316
243,2021,1,Indicador de calidad por riesgo con castigos,CAJA COOPERATIVA CREDICOOP,0.0953307953688484
244,2021,2,Indicador de Cobertura de la Cartera Total en Riesgo,CAJA COOPERATIVA CREDICOOP,0.0549220765854322
245,2021,2,Indicador de calidad por riesgo,CAJA COOPERATIVA CREDICOOP,0.0945333521261941
246,2021,2,Indicador de calidad por riesgo con castigos,CAJA COOPERATIVA CREDICOOP,0.0945726100130361
247,2021,3,Indicador de Cobertura de la Cartera Total en Riesgo,CAJA COOPERATIVA CREDICOOP,0.0559310578671154
248,2021,3,Indicador de calidad por riesgo,CAJA COOPERATIVA CREDICOOP,0.0986660751767516
249,2021,3,Indicador de calidad por riesgo con castigos,CAJA COOPERATIVA CREDICOOP,0.0940264616064049
250,2021,4,Indicador de Cobertura de la Cartera Total en Riesgo,CAJA COOPERATIVA CREDICOOP,0.059771345978825
251,2021,4,Indicador de calidad por riesgo,CAJA COOPERATIVA CREDICOOP,0.0967335350124512
252,2021,4,Indicador de calidad por riesgo con castigos,CAJA COOPERATIVA CREDICOOP,0.0934781149674247
253,2021,5,Indicador de Cobertura de la Cartera Total en Riesgo,CAJA COOPERATIVA CREDICOOP,0.0583877489018061
254,2021,5,Indicador de calidad por riesgo,CAJA COOPERATIVA CREDICOOP,0.088645646400364
255,2021,5,Indicador de calidad por riesgo con castigos,CAJA COOPERATIVA CREDICOOP,0.096793167021086
256,2021,6,Indicador de Cobertura de la Cartera Total en Riesgo,CAJA COOPERATIVA CREDICOOP,0.0601265945475916
257,2021,6,Indicador de calidad por riesgo,CAJA COOPERATIVA CREDICOOP,0.0974464429914199
258,2021,6,Indicador de calidad por riesgo con castigos,CAJA COOPERATIVA CREDICOOP,0.0963073564382088
